institutionid,sectorperiodid,periodenddate,tcprimarysectorid,primarysectorname,tcsectorid,tcsectorname,di_324389_text,companyid,ticker,status,companytype,country,yearfounded,simpleindustry
5069813,D6FD54FB-C486-4A99-9D34-024C7169D29F,20211231,518200,"Data processing, hosting, and related services",518200,"Data processing, hosting, and related services",Aug 11 2022  7:54AM,8548197,AYX,Operating,Public Company,United States,1997,Software
5084646,7FE3FF82-0E96-478E-8A45-832F133CD6E5,20211231,339112,Surgical and medical instrument manufacturing,339112,Surgical and medical instrument manufacturing,Mar 10 2022 12:08PM,6657539,VAPO,Operating,Public Company,United States,1993,Health Care Equipment and Supplies
5095824,82D95F21-B2F1-4E3C-B6A1-1383C0834CD4,20211231,325412,Pharmaceutical preparation manufacturing,325412,Pharmaceutical preparation manufacturing,Apr 27 2022  5:27AM,23828956,ATNX,Operating,Public Company,United States,2003,Biotechnology
5095824,4FEC0EAB-B4F9-4EBF-9B95-CD24459717A2,20211231,325412,Pharmaceutical preparation manufacturing,541700,Scientific research and development services,Apr 27 2022  5:27AM,23828956,ATNX,Operating,Public Company,United States,2003,Biotechnology
5101308,62F1743E-9ECC-4948-A9C2-761F0E4ADE51,20211231,541511,Custom computer programming services,541511,Custom computer programming services,Sep 27 2022  2:42PM,25576389,MNTV,Operating,Public Company,United States,1999,Software
5116714,B0C9FEA6-6FE5-4CD4-BFB3-8360B7066C02,20210131,511200,Software publishers,511200,Software publishers,Aug 26 2022  9:54AM,30661314,PHR,Operating,Public Company,United States,2005,Health Care Technology
5128523,18535688-38A8-4B24-8463-CC1DECCDD7C1,20210131,511200,Software publishers,511200,Software publishers,Jul 25 2022  2:25PM,34978780,SMAR,Operating,Public Company,United States,2005,Software
5130882,C09885E3-8BF4-4A1D-882A-CBD6270E6C8A,20211231,325412,Pharmaceutical preparation manufacturing,325412,Pharmaceutical preparation manufacturing,May  2 2022  7:37AM,36171059,MIST,Operating,Public Company,Canada,2003,Pharmaceuticals
5132255,D973CA15-F996-4C65-97DA-D9A8BD2FA3EF,20211231,511200,Software publishers,511200,Software publishers,Jul 27 2022 12:13PM,13626992,AVLR,Operating,Private Company,United States,1999,Software
5136798,EDCB4FA6-F43F-4D28-B11C-7FFA9F2AE897,20211231,339113,Surgical appliance and supplies manufacturing,339113,Surgical appliance and supplies manufacturing,Mar 10 2022 12:08PM,36770449,KIDS,Operating,Public Company,United States,2006,Health Care Equipment and Supplies
5137623,17C3008E-50B6-4940-B3CA-5E0E0C55F3F5,20210630,511200,Software publishers,511200,Software publishers,Jul 28 2022  3:25PM,37326955,BILL,Operating,Public Company,United States,2006,Software
5138400,4E8F6644-64E8-49E3-B182-CD0A0001E0C0,20211231,533000,Lessors of nonfinancial intangible assets,533000,Lessors of nonfinancial intangible assets,Jul 15 2022  7:59AM,37819645,VXRT,Operating,Public Company,United States,,Biotechnology
5138400,45255499-0E4D-4114-B4E1-29B42926D95F,20211231,533000,Lessors of nonfinancial intangible assets,541700,Scientific research and development services,Jul 15 2022  7:59AM,37819645,VXRT,Operating,Public Company,United States,,Biotechnology
5139125,8C9954F8-7D5D-4EF7-9D8C-D54FF176E7DD,20211231,325412,Pharmaceutical preparation manufacturing,424900,Miscellaneous Nondurable Goods Wholesalers,Aug 23 2022  6:59PM,38444119,AMRX,Operating,Public Company,United States,2002,Pharmaceuticals
5139125,711C83F7-3D17-4DE3-A7A5-E5063ADC36AF,20211231,325412,Pharmaceutical preparation manufacturing,325412,Pharmaceutical preparation manufacturing,Aug 23 2022  6:59PM,38444119,AMRX,Operating,Public Company,United States,2002,Pharmaceuticals
5139125,0C161D04-1827-4940-AC86-D69ACB4CCA0C,20211231,325412,Pharmaceutical preparation manufacturing,541700,Scientific research and development services,Aug 23 2022  6:59PM,38444119,AMRX,Operating,Public Company,United States,2002,Pharmaceuticals
5144414,542E7AC4-A8CF-4A40-A21E-72956E685292,20210131,511200,Software publishers,511200,Software publishers,Mar 10 2022 12:08PM,40383930,ZUO,Operating,Public Company,United States,2006,Software
5145288,F2B9B623-44D5-4D35-80A0-CE8C2E0F0101,20211231,541700,Scientific research and development services,541700,Scientific research and development services,Mar 10 2022 12:08PM,41080995,NGM,Operating,Public Company,United States,2007,Pharmaceuticals
5146360,EA3BF166-E080-4DAA-A091-6BB2AA0C73E9,20211231,334510,Electromedical and electrotherapeutic apparatus manufacturing,532400,Commercial and industrial machinery and equipment rental and leasing,Apr 27 2022  7:24AM,41699596,LNSR,Operating,Public Company,United States,2004,Health Care Equipment and Supplies
5146360,E4997DFE-BF38-44F3-962C-890A411E6A31,20211231,334510,Electromedical and electrotherapeutic apparatus manufacturing,334510,Electromedical and electrotherapeutic apparatus manufacturing,Apr 27 2022  7:24AM,41699596,LNSR,Operating,Public Company,United States,2004,Health Care Equipment and Supplies
5148240,359139B5-4066-4746-B218-3138EF5AEFFF,20211231,541700,Scientific research and development services,541700,Scientific research and development services,Jun 30 2022  7:11AM,43279463,ZYME,Operating,Public Company,Canada,2003,Biotechnology
5148548,37080BD2-B6F7-4ABE-B205-24C39FF0DE9C,20211231,511200,Software publishers,511200,Software publishers,Aug 29 2022  2:50PM,43580005,PLTR,Operating,Public Company,United States,2003,Software
5149304,32D26ACB-DCD6-42F4-9C35-2CD5D3BA3157,20211231,541512,Computer systems design services,541512,Computer systems design services,Mar 10 2022 12:08PM,44459532,GDYN,Operating Subsidiary,Public Company,United States,2006,IT Services
5170974,EAB2B5FC-B132-473D-9BB1-B24B8638E5C8,20211231,621B00,Medical and diagnostic labs and outpatient and other ambulatory care services,621B00,Medical and diagnostic labs and outpatient and other ambulatory care services,Jun  9 2022 10:43AM,53311530,ONEM,Operating,Public Company,United States,2002,Health Care Providers and Services
5174695,9A2E1F58-5F3C-4B57-99AB-34E6847AA0D5,20210731,511200,Software publishers,511200,Software publishers,Mar 10 2022 12:08PM,58838228,ZS,Operating,Public Company,United States,2007,Software
5176271,1B1329B8-B242-451C-9F5A-FABFA2B03770,20211231,541700,Scientific research and development services,541700,Scientific research and development services,Sep  2 2022  7:26AM,59661803,INSP,Operating,Public Company,United States,2007,Health Care Equipment and Supplies
5176861,177332B9-F2AF-4B8A-A669-D285797074F9,20211231,325413,In-vitro diagnostic substance manufacturing,325413,In-vitro diagnostic substance manufacturing,Aug 26 2022 10:51AM,60295846,CSTL,Operating,Public Company,United States,2007,Health Care Providers and Services
5176999,CED5BEEA-ACED-4DFC-B187-5BB89506CBFE,20211231,325413,In-vitro diagnostic substance manufacturing,325413,In-vitro diagnostic substance manufacturing,May  2 2022  7:57AM,60358987,CODX,Operating,Public Company,United States,2013,Health Care Equipment and Supplies
5187412,62E85C84-BC5D-438C-8775-95CBE4E5E794,20211231,541700,Scientific research and development services,541700,Scientific research and development services,Aug 25 2022  5:30AM,83652421,KALA,Operating,Public Company,United States,2009,Pharmaceuticals
5196215,76C44EC6-84BD-4CE1-A985-EB916227400A,20211231,33411A,Computer terminals and other computer peripheral equipment manufacturing,33411A,Computer terminals and other computer peripheral equipment manufacturing,Jul 13 2022  7:39PM,104422749,CRSR,Operating Subsidiary,Public Company,United States,1994,"Technology Hardware, Storage and Peripherals"
5196215,76C44EC6-84BD-4CE1-A985-EB916227400A,20211231,33411A,Computer terminals and other computer peripheral equipment manufacturing,33411A,Computer terminals and other computer peripheral equipment manufacturing,Jul 13 2022  7:39PM,104422749,CRSR,Operating Subsidiary,Public Company,United States,1994,"Technology Hardware, Storage and Peripherals"
5197650,95AC967C-5236-498D-A2EC-36F757C29F3A,20211231,511200,Software publishers,511200,Software publishers,Mar 10 2022 12:08PM,105773546,SPT,Operating,Public Company,United States,2010,Software
5210347,D33DE0E0-48F6-41DB-A072-8787CBD5DAFD,20210131,511200,Software publishers,511200,Software publishers,Mar 10 2022 12:08PM,116060746,PD,Operating,Public Company,United States,2009,Software
5222200,29CFE2A6-C6E8-4028-B8C5-F018AA7D6BA9,20211231,533000,Lessors of nonfinancial intangible assets,533000,Lessors of nonfinancial intangible assets,Aug 26 2022 12:18PM,134115017,KRTX,Operating Subsidiary,Public Company,United States,2009,Biotechnology
5222456,EAEFD891-E2C7-462A-9595-5E5EF6A08915,20211231,334510,Electromedical and electrotherapeutic apparatus manufacturing,334510,Electromedical and electrotherapeutic apparatus manufacturing,Jul 14 2022  4:23AM,134309627,AFIB,Operating,Public Company,United States,2011,Health Care Equipment and Supplies
5222696,B74160F3-4862-4638-9BEA-76AA0BDA8990,20211231,541511,Custom computer programming services,541511,Custom computer programming services,Mar 10 2022 12:08PM,134521275,DDOG,Operating,Public Company,United States,2010,Software
5229250,76E28B89-DADC-4001-A5DC-121B04255AFA,20210731,454000,Nonstore Retailers,454000,Nonstore Retailers,Mar 10 2022 12:08PM,142659894,SFIX,Operating,Public Company,United States,2011,Internet and Direct Marketing Retail
5242460,5CEC9561-CF4B-40C8-ADBD-3A8E8615F412,20211231,511200,Software publishers,511200,Software publishers,Jul 14 2022  1:56PM,212579473,FROG,Operating,Public Company,United States,2008,Software
5248785,B282FCE2-80B3-47E9-A306-0AC8DDCEDF97,20210131,511200,Software publishers,511200,Software publishers,Apr 27 2022  5:49AM,223236753,ZM,Operating,Public Company,United States,2011,Software
5249851,B3F2B3C4-9959-4210-A523-442D0D9226AB,20210430,511200,Software publishers,541512,Computer systems design services,Jul 27 2022  3:06PM,224101504,ESTC,Operating,Public Company,United States,2012,Software
5249851,41F1C7FB-E7AE-4783-878A-F3399B4243FA,20210430,511200,Software publishers,511200,Software publishers,Jul 27 2022  3:06PM,224101504,ESTC,Operating,Public Company,United States,2012,Software
5260219,CA04532C-FBD9-4BA8-BDA1-ABAABA8346A2,20211231,541700,Scientific research and development services,541700,Scientific research and development services,Mar 22 2022  6:07PM,240702165,URGN,Operating,Public Company,United States,2004,Biotechnology
5262440,9BF23535-158B-44DD-8A3A-14045D8DBEB0,20211231,441000,Motor Vehicle and Parts Dealers,441000,Motor Vehicle and Parts Dealers,May  4 2022 11:07AM,242568870,VRM,Operating,Public Company,United States,2012,Specialty Retail
5262440,85E17C88-0B63-4997-ADB2-02EBBF69315E,20211231,441000,Motor Vehicle and Parts Dealers,423800A,"Motor Vehicle and Machinery, Equipment, and Supplies Wholesalers",May  4 2022 11:07AM,242568870,VRM,Operating,Public Company,United States,2012,Specialty Retail
5262832,A2F9BF8B-B9AB-4AD8-82A8-B55ECD4B431F,20210930,325414,Biological product (except diagnostic) manufacturing,325414,Biological product (except diagnostic) manufacturing,Mar 10 2022 12:08PM,242825322,TWST,Operating,Public Company,United States,2013,Biotechnology
5272850,DD020181-BB77-4010-923B-3BB6EB3D985A,20211231,339112,Surgical and medical instrument manufacturing,339112,Surgical and medical instrument manufacturing,Jul 27 2022  1:22PM,254732700,SWAV,Operating,Public Company,United States,2009,Health Care Equipment and Supplies
5273761,E38BBE53-FE8B-4CF6-8476-A1B79CBE5A0F,20211231,621B00,Medical and diagnostic labs and outpatient and other ambulatory care services,621B00,Medical and diagnostic labs and outpatient and other ambulatory care services,Jul 28 2022  6:05AM,256906841,GH,Operating,Public Company,United States,2011,Health Care Providers and Services
5273761,107AB04D-C0A1-4651-84B5-FCF974005CBC,20211231,621B00,Medical and diagnostic labs and outpatient and other ambulatory care services,541700,Scientific research and development services,Jul 28 2022  6:05AM,256906841,GH,Operating,Public Company,United States,2011,Health Care Providers and Services
5276125,1A839A11-CA8E-433D-9E84-93DCBCB20CCC,20211231,325414,Biological product (except diagnostic) manufacturing,325414,Biological product (except diagnostic) manufacturing,May  4 2022 11:36AM,261457741,SQZ,Operating,Public Company,United States,2013,Biotechnology
5284134,06AD8DA0-92B1-4F2E-933C-88FA584A4C31,20210930,441000,Motor Vehicle and Parts Dealers,441000,Motor Vehicle and Parts Dealers,Sep 26 2022 11:18AM,272093428,ONEW,Operating,Public Company,United States,2014,Specialty Retail
5284747,162492CC-33D9-4D4C-A3E6-EAB0A4FEF52C,20210131,454000,Nonstore Retailers,454000,Nonstore Retailers,Apr 27 2022  6:26AM,272762396,CHWY,Operating,Public Company,United States,2010,Internet and Direct Marketing Retail
5285926,07893AB9-0E17-40E9-8472-48A223E73F8F,20210131,518200,"Data processing, hosting, and related services",518200,"Data processing, hosting, and related services",Jul 13 2022  5:36PM,275004592,SNOW,Operating,Public Company,United States,2012,IT Services
5289554,D5514E69-6ECC-49BD-9970-BC3DCC1DA23F,20211231,533000,Lessors of nonfinancial intangible assets,541700,Scientific research and development services,Aug 30 2022  4:08AM,280568380,ABCL,Operating,Public Company,Canada,2012,Life Sciences Tools and Services
5289554,9D02CC25-5E5D-445F-80AA-1646F2D47047,20211231,533000,Lessors of nonfinancial intangible assets,533000,Lessors of nonfinancial intangible assets,Aug 30 2022  4:08AM,280568380,ABCL,Operating,Public Company,Canada,2012,Life Sciences Tools and Services
5292838,0E834B1A-73CF-45E7-8EAD-F0ACCE2ED087,20211231,334510,Electromedical and electrotherapeutic apparatus manufacturing,334510,Electromedical and electrotherapeutic apparatus manufacturing,Jul 14 2022  6:37AM,285802795,OM,Operating,Public Company,United States,2003,Health Care Equipment and Supplies
5302933,5E321507-E85C-4526-ABF7-B51DCAC0F2BC,20211231,325414,Biological product (except diagnostic) manufacturing,325414,Biological product (except diagnostic) manufacturing,Mar 10 2022 12:08PM,309184792,RYTM,Operating,Public Company,United States,2008,Biotechnology
5307181,3F6A538E-B6B8-4A17-B342-1E982600664F,20211231,541700,Scientific research and development services,541700,Scientific research and development services,Jun  6 2022  7:33AM,314148703,CDAK,Operating,Public Company,United States,2015,Biotechnology
5309457,5C203979-49D6-4A28-B759-DF3A3083AD8F,20210227,445000A,"Food, Beverage, Health, and Personal Care Stores",447000,Gasoline Stations,Mar 10 2022 12:08PM,317807696,ACI,Operating Subsidiary,Public Company,United States,1860,Food and Staples Retailing
5309457,46ECD71C-F4C3-4BA0-8768-1E118A0023E0,20210227,445000A,"Food, Beverage, Health, and Personal Care Stores",445000A,"Food, Beverage, Health, and Personal Care Stores",Mar 10 2022 12:08PM,317807696,ACI,Operating Subsidiary,Public Company,United States,1860,Food and Staples Retailing
5314204,5B800C99-1777-43E8-8346-BC6FE6A70906,20211231,541700,Scientific research and development services,541700,Scientific research and development services,Sep  5 2022  5:21PM,333195513,KROS,Operating,Public Company,United States,2015,Biotechnology
5314429,003DDD16-98AC-44F5-B7E4-96BAFB9F38CB,20211231,541700,Scientific research and development services,541700,Scientific research and development services,Apr  2 2022  6:07PM,334227332,ORTX,Operating,Public Company,United Kingdom,2015,Biotechnology
5315839,1E95C454-6D9E-4914-8FD5-5F6DD0CDC68C,20211231,541700,Scientific research and development services,541700,Scientific research and development services,Aug 26 2022 11:09AM,344890993,ONCT,Operating,Public Company,United States,,Biotechnology
5317322,9C7BD16D-D8A9-4028-98F6-8D3A4F207FD5,20211231,511200,Software publishers,511200,Software publishers,Mar 14 2022 11:13AM,369965505,TENB,Operating,Public Company,United States,2002,Software
5429719,05CBDD8E-C579-490D-87B5-8D047D53B5AF,20211231,531000,Real estate,531000,Real estate,Aug 11 2022  3:11PM,427255106,SAFE,Operating,Public Investment Firm,United States,2016,Equity Real Estate Investment Trusts (REITs)
5797703,FF7FE5C3-CF4C-49DF-B340-32918CAE5E2E,20211231,531000,Real estate,531000,Real estate,Mar 10 2022 12:08PM,62454807,BNL,Operating,Public Investment Firm,United States,2007,Equity Real Estate Investment Trusts (REITs)
5986202,E949A678-E80C-43AF-B26E-12D1F4A21336,20211231,621B00,Medical and diagnostic labs and outpatient and other ambulatory care services,621B00,Medical and diagnostic labs and outpatient and other ambulatory care services,Mar 10 2022 12:08PM,206437596,OPCH,Operating,Public Company,United States,,Health Care Providers and Services
5989884,70182E4B-39A1-4DE0-9791-E991E81E9B26,20211231,533000,Lessors of nonfinancial intangible assets,533000,Lessors of nonfinancial intangible assets,Mar 16 2022  6:07PM,416409020,FREQ,Operating,Public Company,United States,2014,Biotechnology
5990414,E4D03BE8-AD6A-4863-BADF-2C7D1436FD3D,20211231,541700,Scientific research and development services,541700,Scientific research and development services,Mar 18 2022  6:07PM,417883814,CUE,Operating,Public Company,United States,2014,Biotechnology
5997071,BF877C48-2FD5-4BAE-BD13-87733637BC3A,20210827,334413,Semiconductor and related device manufacturing,335110,Electric lamp bulb and part manufacturing,Jul 25 2022  9:28AM,429150870,SGH,Operating,Public Company,United States,1988,Semiconductors and Semiconductor Equipment
5997071,5E69FD0D-A3DC-4CB0-9523-57C5DE7161B7,20210827,334413,Semiconductor and related device manufacturing,334413,Semiconductor and related device manufacturing,Jul 25 2022  9:28AM,429150870,SGH,Operating,Public Company,United States,1988,Semiconductors and Semiconductor Equipment
5997071,1A47540E-B0A2-4965-B9D4-DFE45BD2EDF2,20210827,334413,Semiconductor and related device manufacturing,334111,Electronic computer manufacturing,Jul 25 2022  9:28AM,429150870,SGH,Operating,Public Company,United States,1988,Semiconductors and Semiconductor Equipment
6225324,0F72168B-2ACD-46A7-9C52-A3A9C21435C2,20211231,512100,Motion picture and video industries,512100,Motion picture and video industries,Aug 25 2022 10:31AM,8690249,ROKU,Operating,Public Company,United States,2002,Entertainment
6225324,0D23C7E5-212E-474F-9A2D-0DCEFDF01AAE,20211231,512100,Motion picture and video industries,541400,Specialized design services,Aug 25 2022 10:31AM,8690249,ROKU,Operating,Public Company,United States,2002,Entertainment
6297631,6AE82FDD-C29D-41B7-80EC-D8DA03DAC12E,20211231,311990,All other food manufacturing,311990,All other food manufacturing,Jul  4 2022  8:17AM,222996066,BYND,Operating,Public Company,United States,2009,Food Products
6307926,DEF2953C-52F9-49F3-85DD-FDB0AE5E43C6,20211231,519100,Other information services,519100,Other information services,Sep 13 2022  1:05PM,260573757,KAR,Operating Subsidiary,Public Company,Sweden,1867,Interactive Media and Services
6331068,DED47DB3-9F77-400E-89E1-C7691413FCAA,20211231,811200,Electronic and precision equipment repair and maintenance,333920,Material handling equipment manufacturing,Aug 24 2022 10:53AM,159264,OTIS,Operating,Public Company,United States,1853,Machinery
6331068,8B8DC692-6242-4483-B762-941D2587F7F6,20211231,811200,Electronic and precision equipment repair and maintenance,811200,Electronic and precision equipment repair and maintenance,Aug 24 2022 10:53AM,159264,OTIS,Operating,Public Company,United States,1853,Machinery
6331068,DED47DB3-9F77-400E-89E1-C7691413FCAA,20211231,811200,Electronic and precision equipment repair and maintenance,333920,Material handling equipment manufacturing,Aug 24 2022 10:53AM,159264,OTIS,Operating,Public Company,United States,1853,Machinery
6331068,8B8DC692-6242-4483-B762-941D2587F7F6,20211231,811200,Electronic and precision equipment repair and maintenance,811200,Electronic and precision equipment repair and maintenance,Aug 24 2022 10:53AM,159264,OTIS,Operating,Public Company,United States,1853,Machinery
6347287,D1CD50CD-F81F-4478-953B-818B59E78A18,20211231,515200,Cable and other subscription programming,515200,Cable and other subscription programming,Mar 28 2022  7:23AM,369346816,WOW,Operating,Public Company,United States,2001,Media
6371822,F5650727-2135-452D-8555-C124DC765A6D,20211231,531000,Real estate,531000,Real estate,Apr  5 2022 11:57AM,25389842,RDFN,Operating,Public Company,United States,2002,Real Estate Management and Development
6402428,99E5676E-116B-4AB5-9F2B-43F1980B4EBF,20211231,522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,Mar 10 2022 12:08PM,33406730,OPRT,Operating,Public Company,United States,2005,Consumer Finance
6500463,C17C08E9-77F9-4342-AC1A-57C4F9116740,20211231,511200,Software publishers,511200,Software publishers,Sep  6 2022  1:52PM,118171469,HCAT,Operating,Public Company,United States,2008,Health Care Technology
6500463,4CBF0292-C8FB-42B8-B1B7-1CF09CECD577,20211231,511200,Software publishers,518200,"Data processing, hosting, and related services",Sep  6 2022  1:52PM,118171469,HCAT,Operating,Public Company,United States,2008,Health Care Technology
6527771,29ABA2FA-3E17-47AF-8426-1F2FD0AECB47,20211231,518200,"Data processing, hosting, and related services",518200,"Data processing, hosting, and related services",Sep  7 2022  9:31AM,224322448,SKLZ,Operating,Public Company,United States,2012,Entertainment
6530206,18F21221-13AE-4D72-9CA4-DE8F0EDDD37C,20211231,621A00,"Offices of physicians, dentists, and other health practitioners",621A00,"Offices of physicians, dentists, and other health practitioners",Apr 27 2022  7:46AM,225323712,OSH,Operating,Public Company,United States,2012,Health Care Providers and Services
6542931,A9650995-CBEB-41FA-9D59-2E6C2C2175AA,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Mar 10 2022 12:08PM,39032015,CALB,Operating,Public Company,United States,2007,Banks
6543220,99F8D75E-2B99-4E9C-BCF3-A959D2DC17A0,20211231,561900,Other support services,541800,Advertising and related services,Mar 31 2022 12:01PM,242405618,EEX,Operating,Public Company,United States,2013,Media
6543220,36F00581-F7CE-4F97-B409-3E8F2C8265ED,20211231,561900,Other support services,561900,Other support services,Mar 31 2022 12:01PM,242405618,EEX,Operating,Public Company,United States,2013,Media
6546101,E3A32032-F4D3-4972-9EFB-B6224049F27C,20211231,511200,Software publishers,511200,Software publishers,Sep  1 2022 12:55PM,246737890,CDAY,Operating,Public Company,United States,2013,Software
6563771,9940EFDE-1912-4B94-92F4-A2AFD4D3DF47,20211231,454000,Nonstore Retailers,454000,Nonstore Retailers,Mar 10 2022 12:08PM,277940520,MMM,Operating,Public Company,Germany,2014,Internet and Direct Marketing Retail
6580827,614A09EA-4E4A-491B-A756-8E32364B964E,20211231,541700,Scientific research and development services,541700,Scientific research and development services,Mar 24 2022  6:07PM,321461593,FIXX,Operating,Public Company,United States,2015,Biotechnology
6617541,A2E7D730-C61F-4129-BE61-E56E56D05599,20210930,481000,Air transportation,481000,Air transportation,Jul 29 2022 10:57AM,287510,MESA,Operating,Public Company,United States,1982,Airlines
6617541,A2E7D730-C61F-4129-BE61-E56E56D05599,20210930,481000,Air transportation,481000,Air transportation,Jul 29 2022 10:57AM,287510,MESA,Operating,Public Company,United States,1982,Airlines
6623431,91D3B5A7-3580-4994-BD0A-5750057C5B94,20210331,336411,Aircraft manufacturing,336411,Aircraft manufacturing,Jul 25 2022  2:22PM,9141170,HAL,Operating,Public Company,India,1963,Aerospace and Defense
6625184,623D9B17-8E94-43EF-8BD7-4CDA5A4F1AB5,20210131,337121,Upholstered household furniture manufacturing,337121,Upholstered household furniture manufacturing,Jul 27 2022  1:49PM,22454382,LOVE,Operating,Public Company,United States,1995,Household Durables
6625602,AD2CCC52-3ADC-4F69-9FEA-293D6B2DF0A8,20210331,336414,Guided missile and space vehicle manufacturing,336414,Guided missile and space vehicle manufacturing,Aug 12 2022  8:42AM,23006716,BDL,Operating,Public Company,India,1970,Aerospace and Defense
6636151,6246467D-1BC2-4246-B90A-ED717E37B801,20211231,213112,Support activities for oil and gas operations,213112,Support activities for oil and gas operations,Jul 22 2022 10:03AM,235432682,NEX,Operating,Public Company,United States,1973,Energy Equipment and Services
6636503,F9C12BAE-AE0C-4F8D-9D35-B4EE1CB20B5E,20211231,484000,Truck transportation,484000,Truck transportation,Mar 28 2022  7:09AM,241243160,DSKE,Operating,Public Company,United States,2008,Road and Rail
6659781,AE708545-8E6D-4172-9CAE-4A935909D67B,20211231,213112,Support activities for oil and gas operations,213112,Support activities for oil and gas operations,Jul 22 2022 10:06AM,337454005,PUMP,Operating,Public Company,United States,2007,Energy Equipment and Services
6676105,A998061F-E28B-4CE6-8B73-78400D99EDE2,20211231,621A00,"Offices of physicians, dentists, and other health practitioners",621B00,Medical and diagnostic labs and outpatient and other ambulatory care services,Jun 13 2022  1:00PM,309251015,WELL,Operating,Public Company,Canada,2010,Health Care Providers and Services
6676105,8BA67D80-8576-482F-9B85-B0A4FAAB901C,20211231,621A00,"Offices of physicians, dentists, and other health practitioners",621A00,"Offices of physicians, dentists, and other health practitioners",Jun 13 2022  1:00PM,309251015,WELL,Operating,Public Company,Canada,2010,Health Care Providers and Services
6676105,1267E569-D9F3-4573-B1A8-5E0828A618F5,20211231,621A00,"Offices of physicians, dentists, and other health practitioners",511200,Software publishers,Jun 13 2022  1:00PM,309251015,WELL,Operating,Public Company,Canada,2010,Health Care Providers and Services
6676338,F510DA8F-4FD1-4541-B42F-F7A0C3CB316B,20211231,454000,Nonstore Retailers,454000,Nonstore Retailers,Aug 25 2022  5:02AM,424080297,CVNA,Operating,Public Company,United States,2012,Specialty Retail
6676338,6F032E17-6C22-4659-80C5-9612171A7BB5,20211231,454000,Nonstore Retailers,423800A,"Motor Vehicle and Machinery, Equipment, and Supplies Wholesalers",Aug 25 2022  5:02AM,424080297,CVNA,Operating,Public Company,United States,2012,Specialty Retail
6676338,0355DD6F-F351-499C-AE92-28E31E70C164,20211231,454000,Nonstore Retailers,522A00,Nondepository credit intermediation and related activities,Aug 25 2022  5:02AM,424080297,CVNA,Operating,Public Company,United States,2012,Specialty Retail
6858530,8F1D3B69-8FEF-49AB-B874-3F2B75933060,20210930,230103,Other nonresidential structures,230103,Other nonresidential structures,Aug 16 2022  6:24AM,5537074,ROAD,Operating,Public Company,United States,1999,Construction and Engineering
6869346,734C741F-20E5-4B6B-99F4-13EB92981C77,20211231,492000,Couriers and messengers,541800,Advertising and related services,Aug  4 2022 11:50AM,408303326,KEX,Operating Subsidiary,Public Company,Thailand,2006,Air Freight and Logistics
6869346,39BBBC69-0D8E-45C7-9E77-21BBB3427FEA,20211231,492000,Couriers and messengers,492000,Couriers and messengers,Aug  4 2022 11:50AM,408303326,KEX,Operating Subsidiary,Public Company,Thailand,2006,Air Freight and Logistics
7101140,805FEAC4-9874-4322-A52E-0CFCB11A08D0,20211226,112300,Poultry and egg production,31151A,Fluid milk and butter manufacturing,Jul 14 2022 12:20PM,231730321,VITL,Operating,Public Company,United States,2007,Food Products
7101140,4D9C10BA-3E78-4486-ACE2-49346406E6FF,20211226,112300,Poultry and egg production,112300,Poultry and egg production,Jul 14 2022 12:20PM,231730321,VITL,Operating,Public Company,United States,2007,Food Products
7105241,EF9EABF2-D7A4-4BD6-97CC-F7270E261DE1,20211231,522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,Mar 10 2022 12:08PM,228294409,CURO,Operating,Public Company,United States,1997,Consumer Finance
7119516,5477534B-2736-457E-B074-5CEF165DBF42,20211231,311920,Coffee and tea manufacturing,311920,Coffee and tea manufacturing,Mar 10 2022  6:06PM,309171670,LSF,Operating,Public Company,United States,2015,Food Products
7129226,B0A319E0-3CFD-4824-9F71-A1133DD8DB23,20210930,337122,Nonupholstered wood household furniture manufacturing,337215,"Showcase, partition, shelving, and locker manufacturing",Jul 14 2022 10:05AM,27194630,AZEK,Operating,Public Company,United States,2013,Building Products
7129226,90C1CE2A-60CF-4279-8331-2FB4CCB80EE0,20210930,337122,Nonupholstered wood household furniture manufacturing,337122,Nonupholstered wood household furniture manufacturing,Jul 14 2022 10:05AM,27194630,AZEK,Operating,Public Company,United States,2013,Building Products
7177179,9495E7E0-A24A-466C-9566-C859A873BADA,20220101,541400,Specialized design services,541400,Specialized design services,Jun 23 2022  7:32AM,329268834,YETI,Operating,Public Company,United States,2006,Leisure Products
7177179,03BDBDD9-820E-44FE-8176-6742D169A4D9,20210102,541400,Specialized design services,541400,Specialized design services,Mar 30 2021  5:34AM,329268834,YETI,Operating,Public Company,United States,2006,Leisure Products
7508319,756AFCC4-6CF9-4F5A-B956-C8E0AEEA140E,20211231,325620,Toilet preparation manufacturing,325620,Toilet preparation manufacturing,Jun 28 2022 12:41PM,533716342,DDD,Operating,Public Company,Thailand,2010,Personal Products
7560886,578B9391-F2AF-47CA-9349-0D0A0245DA94,20210403,230201,Residential permanent site single- and multi-family structures,48A000,Support activities for transportation,Mar 16 2022 11:28AM,84603703,SKY,Operating,Public Company,United States,2010,Household Durables
