ticker,sector,industry,employees,description
MDC,Consumer Cyclical,Residential Construction,"2,080","M.D.C. Holdings, Inc., through its subsidiaries, engages in the homebuilding and financial service businesses. Its homebuilding operations include purchasing finished lots or developing lots for the construction and sale primarily of single-family detached homes to first-time and first-time move-up homebuyers under the Richmond American Homes name. The company conducts its homebuilding operations in Arizona, California, Nevada, New Mexico, Oregon, Texas, Washington, Colorado, Idaho, Utah, Maryland, Pennsylvania, Virginia, Tennessee, and Florida. Its financial services operations comprise originating mortgage loans primarily for homebuyers; providing insurance coverage primarily to its homebuilding subsidiaries and subcontractors for homes sold by its homebuilding subsidiaries, and for work performed in completed subdivisions; acting as a re-insurer on the claims; selling third-party personal property and casualty insurance products to homebuyers; and offering title agency services to homebuilding subsidiaries and customers in Colorado, Florida, Maryland, Nevada, and Virginia. M.D.C. Holdings, Inc. was founded in 1972 and is headquartered in Denver, Colorado."
IAC,Communication Services,Internet Content & Information,"13,200","IAC/InterActiveCorp operates as a media and internet company worldwide. The company publishes original and engaging digital content in the form of articles, illustrations, and videos and images across entertainment, food, home, beauty, travel, health, family, luxury, and fashion areas; and magazines related to women and lifestyle. It also operates a digital marketplace that connects home service professionals with consumers for repairing, remodeling, cleaning, landscaping, maintenance, and enhancement services under the Angi Ads, Angi Leads, and Angi Services brands. In addition, the company operates websites that offer general search services and information, including Ask.com, a search site with a variety of fresh and contemporary content; Reference.com that offers content across select vertical categories; Consumersearch.com, which offers content designed to simplify the product research process; and Shopping.net, a vertical shopping search site that contains a mix of search services and/or content targeted to various user or segment demographics, as well as offers direct-to-consumer downloadable desktop applications. Further, it offers Care.com, an online destination for families to connect with caregivers for their children, aging parents, pets, and homes; develops and provides subscription mobile applications across the communication, language, weather, business, health, and lifestyle verticals; a technology driven staffing platform for flexible W-2 work under the Bluecrew name; a platform to connect healthcare professionals with job opportunities under the Vivian Health name; The Daily Beast, a website dedicated to news, commentary, culture, and entertainment that publishes original reporting and opinion; and production and producer services for feature films for sale and distribution through theatrical releases and video-on-demand services. The company was formerly known as IAC HOLDINGS, INC. IAC/InterActiveCorp is headquartered in New York, New York."
AURI,Energy,Oil & Gas Equipment & Services,3,"Auri, Inc., operates as an oil and gas service company. The company offers saltwater disposal services. Its technology takes produced saltwater and turn it into a steam by removing metals, suspended solids, and chlorides that are harmful to the environment from the vapor. It also markets, sells, and distributes consumer products to retailers and distributors in various market sectors in North America. The company was formerly known as Wellstone Filter Sciences, Inc. and changed its name to Auri, Inc. in April 2011. Auri, Inc. is based in Cheyenne, Wyoming."
PFHO,Healthcare,Healthcare Plans,31,"Pacific Health Care Organization, Inc., together with its subsidiaries, provides specialty workers' compensation managed care services for self-administered employers, insurers, third-party administrators, municipalities, and other industries in the United States. The company is involved in managing health care organizations (HCOs) and medical provider networks (MPNs); and negotiates legal agreements for the implementation of workers' compensation carve-outs for California customers. It also offers HCO, MPN, and medical case management programs; and claims-related services, including utilization and medical bill review, medical case management, lien representation, legal support, and Medicare set aside. The company was formerly known as Clear Air, Inc. and changed its name to Pacific Health Care Organization, Inc. in January 2001. Pacific Health Care Organization, Inc. was incorporated in 1970 and is based in Newport Beach, California."
GEOS,Energy,Oil & Gas Equipment & Services,650,"Geospace Technologies Corporation designs and manufactures instruments and equipment used in the oil and gas industry to acquire seismic data in order to locate, characterize, and monitor hydrocarbon producing reservoirs. The company operates through three segments: Oil and Gas Markets, Adjacent Markets, and Emerging Markets. The Oil and Gas Markets segment offers wireless seismic data acquisition systems and reservoir characterization products and services, as well as traditional seismic exploration products, such as geophones, hydrophones, leader wires, connectors, cables, marine streamer retrieval and steering devices, and other seismic products. The Adjacent Markets segment provides industrial products, including imaging equipment, water meter products, remote shut-off valves, and Internet of Things platform, as well as seismic sensors for vibration monitoring and geotechnical applications, such as mine safety and earthquake detection applications; and electronic pre-press products that employ direct thermal imaging, direct-to-screen printing systems, and digital inkjet printing technologies targeted at the commercial and industrial graphics, textile, and flexographic printing industries. The Emerging Markets segment designs and sells products used for border and perimeter security surveillance, cross-border tunneling detection, and other products targeted at movement monitoring, intrusion detection, and situational awareness. This segment serves customers that include various agencies of the United States government, including the Department of Defense, Department of Energy, Department of Homeland Security, and other agencies. The company operates in Asia, Canada, Europe, South America, the United States, and internationally. Geospace Technologies Corporation was founded in 1980 and is headquartered in Houston, Texas."
FRD,Basic Materials,Steel,98,"Friedman Industries, Incorporated engages in steel processing, pipe manufacturing and processing, and the steel and pipe distribution businesses the United States. It operates in two segments, Coil and Tubular. The Coil segment is involved in the conversion of steel coils into flat sheet and plate steel cut to customer specifications and reselling steel coils. This segment also processes customer-owned coils on a fee basis. The company sells coil products and processing services to approximately 230 customers located primarily in the midwestern, southwestern and southeastern regions of the United States. Its principal customers for these products and services are steel distributors and customers manufacturing steel products, such as steel buildings, railroad cars, barges, tanks and containers, trailers, component parts and other fabricated steel products. The Tubular segment manufactures line and oil country pipes, as well as pipes for structural applications. This segment sells its tubular products principally to steel and pipe distributors through its own sales force. Friedman Industries, Incorporated was incorporated in 1965 and is headquartered in Longview, Texas."
ARGQ,Financial Services,Insurance Brokers,,"Argentum 47, Inc. provides corporate advisory services worldwide. It operates through two segments, Consultancy and Insurance Brokerage. The company offers general business consulting and fund administration, as well as exchange listings and quotations on OTC markets quotation boards. It also provides services, such as corporate restructuring, exchange listings and development for corporate marketing, investor and public relations, regulatory compliance, and introductions to financiers. In addition, the company offers computerized investment management services that include advising on investments in unit trusts, investment bonds, shares, investment trusts, government bonds, and individual savings accounts, as well as advices investors on pension contracts that include personal pensions, executive pensions, small self-administered plans, pension mortgages, and others. Further, it provides brokerage services for lump sum or single premium insurance policies and regular premium investment insurance policies. The company was formerly known as Global Equity International, Inc. and changed its name to Argentum 47, Inc. in March 2018. Argentum 47, Inc. was founded in 2009 and is based in Hedon, the United Kingdom."
HTBI,Financial Services,Banks—Regional,493,"HomeTrust Bancshares, Inc. operates as the bank holding company for HomeTrust Bank that provides a range of retail and commercial banking products and services. The company's deposit products include savings, money market, noninterest-bearing, and interest-bearing checking accounts, as well as certificates of deposit for individuals, businesses, and nonprofit organizations. Its loan portfolio comprises retail consumer loans, such as one-to-four-family real estate lending, home equity lines of credit, construction and land/lots, indirect auto finance, and consumer lending; and commercial loans that include commercial real estate, construction and development, and commercial and industrial loans. The company also provides small business administration loans, equipment finance leases, and municipal leases; and cash management and online/mobile banking services. In addition, it invests in debt securities issued by the United States government agencies and government-sponsored enterprises, corporate bonds, commercial paper, and certificates of deposit insured by the federal deposit insurance corporation. As of June 30, 2022, the company operated 34 offices in North Carolina, Upstate South Carolina, East Tennessee, and Southwest Virginia. HomeTrust Bancshares, Inc. was founded in 1926 and is headquartered in Asheville, North Carolina."
JBHT,Industrials,Integrated Freight & Logistics,"33,045","J.B. Hunt Transport Services, Inc. provides surface transportation, delivery, and logistic services in North America. It operates through five segments: Intermodal (JBI), Dedicated Contract Services (DCS), Integrated Capacity Solutions (ICS), Final Mile Services (FMS), and Truckload (JBT). The JBI segment offers intermodal freight solutions. It operates 104,973 pieces of company-owned trailing equipment; owns and maintains its chassis fleet of 85,649 units; and manages a fleet of 5,612 company-owned tractors, 582 independent contractor trucks, and 6,943 company drivers. The DCS segment designs, develops, and executes supply chain solutions that support various transportation networks. As of December 31, 2021, it operated 11,139 company-owned trucks, 544 customer-owned trucks, and 6 contractor trucks. The company also operates 21,069 owned pieces of trailing equipment and 7,753 customer-owned trailers. The ICS segment provides freight brokerage and transportation logistics solutions; flatbed, refrigerated, expedited, and less-than-truckload, as well as dry-van and intermodal solutions; an online multimodal marketplace; and logistics management for customers to outsource the transportation functions. The FMS segment offers delivery services through 1,272 company-owned trucks, 272 customer-owned trucks, and 19 independent contractor trucks; and 1,036 owned pieces of trailing equipment and 185 customer-owned trailers. The JBT segment provides dry-van freight services by utilizing tractors and trailers operating over roads and highways through 734 company-owned tractors and 11,172 company-owned trailers. It also transports or arranges for the transportation of freight, such as general merchandise, specialty consumer items, appliances, forest and paper products, food and beverages, building materials, soaps and cosmetics, automotive parts, agricultural products, electronics, and chemicals. The company was incorporated in 1961 and is headquartered in Lowell, Arkansas."
GVA,Industrials,Engineering & Construction,"1,900","Granite Construction Incorporated operates as an infrastructure contractor and a construction materials producer in the United States. It operates through two segments, Construction and Materials segments. The Construction segment engages in the construction and rehabilitation of roads, pavement preservation, bridges, rail lines, airports, marine ports, dams, reservoirs, aqueducts, infrastructure, and site development for use by the public. It also focuses on water-related construction for municipal agencies, commercial water suppliers, industrial facilities, and energy companies. The company also constructs various complex projects, including infrastructure/site development, mining, public safety, tunnel, solar, and power projects. The Materials segment is involved in the production of aggregates and asphalt for internal use, as well as for sale to third parties. In addition, it offers site preparation, mining, and infrastructure services for residential development, energy development, commercial and industrial sites, and other facilities; and provides construction management professional services. The company serves federal agencies, state departments of transportation, local transit authorities, county and city public works departments, school districts and developers, utilities, contractors, landscapers, manufacturers of products requiring aggregate materials, retailers, homeowners, farmers, brokers, and private owners of industrial, commercial, and residential sites. Granite Construction Incorporated was founded in 1922 and is headquartered in Watsonville, California."
VIRI,Healthcare,Biotechnology,5,"Virios Therapeutics, Inc., a development-stage biotechnology company, focuses on developing antiviral therapies to treat diseases associated with a viral triggered abnormal immune response. The company's lead development candidate is the IMC-1, a fixed dose combination of famciclovir and celecoxib to treat fibromyalgia. It is also developing IMC-2, a combination of valacyclovir and celecoxib for the treatment of managing the fatigue, sleep, attention, pain, autonomic function, and anxiety associated with long COVID. The company was formerly known as Virios Therapeutics, LLC and changed its name to Virios Therapeutics, Inc. in December 2020. Virios Therapeutics, Inc. was founded in 2012 and is headquartered in Alpharetta, Georgia."
INVU,Technology,Software—Application,33,"Investview, Inc., through its subsidiaries, delivers financial education, digital assets, and related technology for individuals. The company offers digital asset technologies management, self-directed brokerage services, institutional trade execution services, advisory services, codeless algorithmic trading technologies, crypto mining, repair solutions, and blockchain technologies. Its services include research, education, and investment tools designed to assist the self-directed investor in successfully navigating the financial markets, including equities, options, FOREX, ETFs, binary options, and cryptocurrency. The company also offers education and software applications to assist individuals in debt reduction, enhanced savings, budgeting, and proper tax management. The company was formerly known as Global Investor Services, Inc. and changed its name to Investview, Inc. in March 2012. Investview, Inc. was incorporated in 1946 and is headquartered in Eatontown, New Jersey."
AEE,Utilities,Utilities—Regulated Electric,"9,116","Ameren Corporation, together with its subsidiaries, operates as a public utility holding company in the United States. It operates through four segments: Ameren Missouri, Ameren Illinois Electric Distribution, Ameren Illinois Natural Gas, and Ameren Transmission. The company engages in the rate-regulated electric generation, transmission, and distribution activities; and rate-regulated natural gas distribution and transmission businesses. It primarily generates electricity through coal, nuclear, and natural gas, as well as renewable sources, such as hydroelectric, wind, methane gas, and solar. The company serves residential, commercial, and industrial customers. Ameren Corporation was founded in 1881 and is headquartered in St. Louis, Missouri."
CPRX,Healthcare,Biotechnology,76,"Catalyst Pharmaceuticals, Inc., a commercial-stage biopharmaceutical company, focuses on developing and commercializing therapies for people with rare debilitating, chronic neuromuscular, and neurological diseases in the United States. It offers Firdapse, an amifampridine phosphate tablets for the treatment of patients with lambert-eaton myasthenic syndrome (LEMS); and Ruzurgi for the treatment of pediatric LEMS patients. The company also develops Firdapse for the treatment of MuSK antibody positive myasthenia gravis, and spinal muscular atrophy type 3, as well as to treat hereditary neuropathy with liability to pressure palsies. It has license agreements with BioMarin Pharmaceutical Inc.; and collaboration and license agreement with Endo Ventures Limited for the development and commercialization of generic Sabril tablets. The company was formerly known as Catalyst Pharmaceutical Partners, Inc. and changed its name to Catalyst Pharmaceuticals, Inc. in May 2015. Catalyst Pharmaceuticals, Inc. was founded in 2002 and is based in Coral Gables, Florida."
TGHI,Technology,Software—Application,8,"Touchpoint Group Holdings, Inc., through its subsidiaries, operates as a software development company in the United States, Hong Kong, China, and the United Kingdom. The company engages in the software development, design, integration, support, and maintenance services of a robust fan engagement platform that enhances fan experience and drives commercial aspects of the sport and entertainment business. Its fan engagement platform also brings users closer to the action by enabling them to engage with clubs, favorite players, peers, and relevant brands through various features, including live streaming, access to limited edition merchandise, gamification, user rewards, third party branded offers, credit cards, and related benefits. The company was formerly known as One Horizon Group, Inc. and changed its name to Touchpoint Group Holdings, Inc. in September 2019. Touchpoint Group Holdings, Inc. was incorporated in 1972 and is based in Miami, Florida."
PUBC,Basic Materials,Other Industrial Metals & Mining,3,"Purebase Corporation, an industrial mineral and natural resource company, provides solutions to the agriculture and construction materials markets in the United States. It offers PureBase Shade Advantage WP, a natural mineral plant protectant that reduces sunburn damage to plant tissue exposed to UV and infrared radiation. The company also provides humic acid products; and private labels product for other agricultural companies. It exports its products to Vietnam, Laos, and Cambodia. The company was formerly known as Port of Call Online, Inc. and changed its name to Purebase Corporation in January 2015. Purebase Corporation was incorporated in 2010 is headquartered in Ione, California."
PMPG,Financial Services,Shell Companies,,"Premier Products Group, Inc. engages in acquiring technology companies, developing SmartRoads and Smart City infrastructures. The company, through its joint venture partner, SmartRoad Turtle, LLC, provides technology inside pavement markers to transmit data and transform a municipality to a Smart City. Its real estate development division offers a range of services, including renovation, designing, managing, and re-lease of existing buildings, as well as purchase of raw land. The company was incorporated in 1979 and is based in Woodland Hills, California."
IVFH,Consumer Defensive,Food Distribution,127,"Innovative Food Holdings, Inc., through its subsidiaries, provides specialty food and food related products to restaurants, hotels, country clubs, national chain accounts, casinos, hospitals, and catering houses in the United States. The company distributes approximately 7,000 perishable and specialty food and food related products, including origin-specific seafood, domestic and imported meats, exotic game and poultry, artisanal cheeses, prepared meals, caviar, wild and cultivated mushrooms, micro-greens, organic farmed and manufactured food products, and estate-bottled olive oils and aged vinegars, as well as curated food gift baskets, gift boxes, and a full range of food subscription based offerings. It also provides a line of specialty healthcare related products; foodservice consulting and advisory services; and sales and brand management services for organic and specialty food consumer packaged goods companies. In addition, the company offers direct to consumer and direct to business specialty food items through its websites igourmet.com and forethegourmet.com; and through other e-commerce channels, as well as operates mouth.com, an online retailer of specialty foods, monthly subscription boxes, and curated gift boxes to consumers and corporate customers. It provides its products directly from its network of vendors and warehouses. The company is based in Bonita Springs, Florida."
AMNB,Financial Services,Banks—Regional,363,"American National Bankshares Inc. operates as the bank holding company for American National Bank and Trust Company that provides financial products and services. The company operates in two segments, Community Banking and Wealth Management. It accepts deposit products, including checking, money market, savings, and consumer and commercial time deposits. The company's loan products comprise commercial and residential real estate loans, commercial loans to small and medium-sized businesses, construction and land development loans, home equity loans, mortgage loans, and consumer loans. It also offers wealth management services, including estate planning, trust account administration, and retail brokerage services; investment management services, such as purchasing equity, fixed income, and mutual fund investments for customer accounts; online and telephone banking services; and insurance services, as well as operates 37 automated teller machines. As of December 31, 2021, the company operated 26 banking offices in south central Virginia and north central North Carolina; and one loan production office in Roanoke, Virginia. American National Bankshares Inc. was founded in 1909 and is based in Danville, Virginia."
EDUC,Communication Services,Publishing,166,"Educational Development Corporation, a publishing company, operates as a trade co-publisher of educational children's books in the United States. It operates through two segments, Publishing and Usborne Books & More (UBAM). The company offers various books, including touchy-feely board books, activity books and flashcards, adventure and search books, art books, sticker books, and foreign language books, as well as internet-linked books comprising science and math titles, and chapter books and novels. Educational Development Corporation markets its products to retail accounts, which include book, school supply, toy and gift stores and museums, through commissioned sales representatives, trade and specialty wholesalers, and its internal tele-sales group; and through a network of independent sales consultants through internet sales, direct sales, home shows, and book fairs. Educational Development Corporation was incorporated in 1965 and is headquartered in Tulsa, Oklahoma."
FKWL,Technology,Communication Equipment,76,"Franklin Wireless Corp. provides intelligent wireless solutions. The company's products include 5G/4G wireless broadband products, such as wi-fi mobile hotspot, consumer home gateway customer-premises equipment (CPE), and enterprise gateway CPE; and IoT tracking and connected devices, including smart IoT tracking device, connected car, and home phone connect. It also offers IOT server platform and application, which comprises Pintrac, a cloud based telecom grade server platform; Pintrac Mobile Device Management, an LTE hotspot; Pintrac Pet, a pet tracking application; and Pintrac Auto that tracks, locates, and manages vehicles for consumers and businesses, which integrates hardware and software enabling machine-to-machine (M2M) applications and the Internet of Things (IoT). The company directly markets its products to wireless operators, as well as indirectly through strategic partners and distributors located primarily in the North America, the Caribbean and South America, and Asia. Franklin Wireless Corp. was founded in 1981 and is headquartered in San Diego, California."
MGOM,Financial Services,Financial Conglomerates,5,"Migom Global Corp., through its subsidiaries, engages in retail banking and money service business worldwide. The company offers lending, leasing, investment, and money transmittal services; credit and debit cards, travelers cheques, bankers drafts, and electronic banking services; and guarantees and commitment, credit reference, custody of securities, foreign exchange and precious metal dealing, investment banking, and corporate finance services, as well as electronic money and payment services. The company was formerly known as Alfacourse Inc. and changed its name to Migom Global Corp. in November 2019. Migom Global Corp. was incorporated in 2016 and is based in New York, New York. Migom Global Corp. is a subsidiary of Heritage Equity Fund LP."
WST,Healthcare,Medical Instruments & Supplies,"10,065","West Pharmaceutical Services, Inc. designs, manufactures, and sells containment and delivery systems for injectable drugs and healthcare products in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in two segments, Proprietary Products and Contract-Manufactured Products. The Proprietary Products segment offers stoppers and seals for injectable packaging systems; syringe and cartridge components, including custom solutions for the needs of injectable drug applications, as well as administration systems that enhance the safe delivery of drugs through advanced reconstitution, mixing, and transfer technologies; and films, coatings, washing, and vision inspection and sterilization processes and services to enhance the quality of packaging components. It also provides drug containment solutions, including Crystal Zenith, a cyclic olefin polymer in the form of vials, syringes, and cartridges; and self-injection devices, as well as a range of integrated solutions, including analytical lab services, pre-approval primary packaging support and engineering development, regulatory expertise, and after-sales technical support. This segment serves biologic, generic, and pharmaceutical drug companies. The Contract-Manufactured Products segment is involved in the design, manufacture, and automated assembly of devices used in surgical, diagnostic, ophthalmic, injectable, and other drug delivery systems, as well as consumer products. It serves pharmaceutical, diagnostic, and medical device companies. The company distributes its products through its sales force and distribution network, as well as contract sales agents and regional distributors. West Pharmaceutical Services, Inc. was incorporated in 1923 and is headquartered in Exton, Pennsylvania."
KDP,Consumer Defensive,Beverages—Non-Alcoholic,"27,000","Keurig Dr Pepper Inc. operates as a beverage company in the United States and internationally. It operates through Coffee Systems, Packaged Beverages, Beverage Concentrates, and Latin America Beverages segments. The Coffee Systems segment manufactures and distributes various finished goods related to its coffee systems, K-Cup pods, and brewers, as well as specialty coffee. This segment sells its brewers through third-party distributors and retail partners, as well as through its website at keurig.com. The Packaged Beverages segment engages in the manufacture and distribution of packaged beverages of its brands; contract manufacturing of various private label and emerging brand beverages; and distribution of packaged beverages for its partner brands. The Beverage Concentrates segment manufactures and sells beverage concentrates primarily under the Dr Pepper, Canada Dry, A&W, 7UP, Sunkist, Squirt, Big Red, RC Cola, Vernors, Snapple, Mott's, Bai, Hawaiian Punch, Clamato, Yoo-Hoo, Core, ReaLemon, evian, Vita Coco, and Mr and Mrs T mixers brands. This segment also manufactures beverage concentrates into syrup. The Latin America Beverages segment manufactures and distributes carbonated mineral water, flavored carbonated soft drinks, bottled water, and vegetable juice products under the Peñafiel, Clamato, Squirt, Dr Pepper, Crush, and Aguafiel brands. The company serves retailers, bottlers and distributors, restaurants, hotel chains, office coffee distributors, and end-use consumers. Keurig Dr Pepper Inc. was founded in 1981 and is headquartered in Burlington, Massachusetts."
IRT,Real Estate,REIT—Residential,937,"Independence Realty Trust, Inc. (NYSE: IRT) is a real estate investment trust that owns and operates multifamily apartment properties across non-gateway U.S. markets, including Atlanta, Louisville, Memphis, and Raleigh. IRT's investment strategy is focused on gaining scale within key amenity rich submarkets that offer good school districts, high-quality retail and major employment centers. IRT aims to provide stockholders attractive risk-adjusted returns through diligent portfolio management, strong operational performance, and a consistent return on capital through distributions and capital appreciation."
COFS,Financial Services,Banks—Regional,383,"ChoiceOne Financial Services, Inc. operates as the bank holding company for ChoiceOne Bank that provides community banking services to corporations, partnerships, and individuals in Michigan. The company offers various deposit products, including time, savings, and demand deposits, safe deposit, and automated transaction machine services. It also provides commercial loans, such as business, industry, agricultural, construction, inventory, and real estate loans; and consumer loans comprising direct and indirect loans to consumers and purchasers of residential and real properties. In addition, the company offers safe deposit and automated transaction machine services; and alternative investment products, including annuities and mutual funds, as well as sells insurance policies, such as life and health for commercial and consumer clients. It operates 32 full-service offices in Kent, Muskegon, Newaygo, and Ottawa, Lapeer, Macomb, and St. Clair counties, Michigan. The company also operates three loan production offices. ChoiceOne Financial Services, Inc. was founded in 1898 and is headquartered in Sparta, Michigan."
SVT,Industrials,Electrical Equipment & Parts,268,"Servotronics, Inc. designs, manufactures, and markets control components and consumer products in the United States and internationally. It operates in two segments, Advanced Technology Group (ATG) and Consumer Products Group (CPG). The ATG segment provides servo-control components to the commercial aerospace, aircraft, and government related industries; and medical and industrial markets. This segment's principal components include torque motors, electromagnetic actuators, hydraulic and pneumatic valves, and related devices that convert an electrical current into a mechanical force or movement, and other products. It also offers metallic seals of various cross-sectional configurations to close tolerances from standard and special alloy steels. This segment markets and sells its products to the United States Government, government prime contractors, government subcontractors, commercial manufacturers, and end-users. The CPG segment provides cutlery products, including steak, carving, bread, butcher, and paring knives for household use, as well as for use in restaurants, institutions, and the private industry; fixed and folding knives for hunting, fishing, and camping; and machetes, bayonets, axes, strap cutters, and other tools primarily for military and rescue/first-responder use, as well as for commercial markets. It also offers various specialty tools, putty knives, linoleum sheet cutters, field knives, scalpels, and micro-spatulas; and plastic and metal fabrication, as well as engineering, design, and OEM/white-label manufacturing services to customers in the consumer and commercial industries. This segment markets its products through its sales resources and independent manufacturers' representatives to big box, hardware, supermarket, variety, department, discount, gift, drug, outdoor, and sporting stores, as well as through electronic commerce. The company was incorporated in 1959 and is headquartered in Elma, New York."
GDNSF,Healthcare,Drug Manufacturers—Specialty & Generic,500,"Goodness Growth Holdings, Inc. operates as a physician-led cannabis company in the United States. The company cultivates cannabis in environmentally friendly greenhouses; manufactures pharmaceutical-grade cannabis extracts; and sells its products through its network of Green Goods and other Goodness Growth branded retail dispensaries, as well as third-party dispensaries. As of March 11, 2022, it operated 18 dispensaries, which included 2 in Maryland, 8 in Minnesota, 4 in New Mexico, and 4 in New York; and offered wholesale cannabis products through third-party companies in Arizona, Maryland, Minnesota, and New York. The company was formerly known as Vireo Health International Inc. and changed its name to Goodness Growth Holdings, Inc. in June 2021. Goodness Growth Holdings, Inc. is headquartered in Minneapolis, Minnesota."
BHE,Technology,Electronic Components,"10,900","Benchmark Electronics, Inc., together with its subsidiaries, provides product design, engineering services, technology solutions, and manufacturing services in the Americas, Asia, and Europe. The company offers engineering services and technology solutions, including new product design, prototype, testing, and related engineering services; and custom testing and technology solutions, as well as automation equipment design and build services. It also provides electronics manufacturing and testing services, such as printed circuit board assembly and test solutions, assembly of subsystems, circuitry and functionality testing of printed assemblies, environmental and stress testing, and component reliability testing; component engineering services; manufacturing defect analysis, in-circuit testing, functional testing, and life cycle testing services, as well as environmental stress tests of assemblies of boards or systems; and failure analysis. In addition, the company offers precision machining and electromechanical assembly services; and subsystem and system integration services, including assembly, configuration, and testing for various industries. Further, it provides value-added support systems; supply chain management solutions; direct order fulfillment; and aftermarket non-warranty services, including repair, replacement, refurbishment, remanufacturing, exchange, systems upgrade, and spare parts manufacturing throughout a product's life cycle. The company serves original equipment manufacturers in the aerospace and defense, medical technologies, complex industrials, semiconductor capital equipment, telecommunications, and advanced computing industries. It markets its services and solutions primarily through a direct sales force. The company was formerly known as Electronics, Inc. Benchmark Electronics, Inc. was founded in 1979 and is headquartered in Tempe, Arizona."
CASH,Financial Services,Banks—Regional,"1,121","Pathward Financial, Inc. operates as the holding company for Pathward, National Association that provides various banking products and services in the United States. It operates through three segments: Consumer, Commercial, and Corporate Services/Other. The company offers demand deposit accounts, savings accounts, money market savings accounts, and certificate accounts. It also provides commercial finance product comprising term lending, asset based lending, factoring, lease financing, insurance premium finance, government guaranteed lending, and other commercial finance products; consumer credit products; other consumer financing services; short-term taxpayer advance loans; and warehouse financing services. In addition, the company issues prepaid cards and consumer credit products; sponsors merchant acquiring and automated teller machines (ATMs) in various debit networks; and offers tax refund-transfer services, and other payment industry products and services. The company was formerly known as Meta Financial Group, Inc. and changed its name to Pathward Financial, Inc. in July 2022. Pathward Financial, Inc. was founded in 1954 and is headquartered in Sioux Falls, South Dakota."
CCEL,Healthcare,Medical Care Facilities,83,"Cryo-Cell International, Inc. engages in the cellular processing and cryogenic cellular storage with a focus on the collection and preservation of umbilical cord blood stem cells for family use. It provides cord tissue service that stores a section of the umbilical cord tissue, a source of mesenchymal stem cells that are used in regenerative medicine to treat a range of conditions, including heart, and kidney disease, ALS, wound healing, and auto-immune diseases. The company also manufactures and sells PrepaCyte CB processing system, a technology used to process umbilical cord blood stem cells. It stores approximately 500,000 cord blood and cord tissue stem cells worldwide. The company markets its cord blood stem cell preservation services directly to expectant parents, as well as by distributing information through obstetricians, pediatricians, childbirth educators, certified nurse-midwives, and other related healthcare professionals. Cryo-Cell International, Inc. was incorporated in 1989 and is headquartered in Oldsmar, Florida."
NEU,Basic Materials,Specialty Chemicals,"2,104","NewMarket Corporation, through its subsidiaries, engages in the petroleum additives business. The company offers lubricant additives for use in various vehicle and industrial applications, including engine oils, transmission fluids, off-road powertrain and hydraulic systems, gear oils, hydraulic oils, turbine oils, and other applications where metal-to-metal moving parts are utilized; engine oil additives designed for passenger cars, motorcycles, on and off-road heavy duty commercial equipment, locomotives, and engines in ocean-going vessels; driveline additives designed for products, such as transmission fluids, axle fluids, and off-road powertrain fluids; and industrial additives designed for products for industrial applications consisting of hydraulic fluids, grease, industrial gear fluids, and industrial specialty applications, such as turbine oils. It also provides fuel additives that are used to enhance the oil refining process and the performance of gasoline, diesel, biofuels, and other fuels to industry, government, original equipment manufacturers, and individual customers. In addition, the company engages in the antiknock compounds business, as well as contracted manufacturing and services activities; and owns and manages a real property in Virginia. It operates in North America, Latin America, the Asia Pacific, Europe, the Middle East, Africa, and India. NewMarket Corporation was founded in 1887 and is headquartered in Richmond, Virginia."
SBCF,Financial Services,Banks—Regional,"1,095","Seacoast Banking Corporation of Florida operates as the bank holding company for Seacoast National Bank that provides financial services to retail and commercial customers in Florida. It offers commercial and retail banking, wealth management, and mortgage services; and brokerage and annuity services. The company offers noninterest and interest-bearing demand deposit, money market, savings, and customer sweep accounts; time certificates of deposit; construction and land development, commercial and residential real estate, and commercial and financial loans; and consumer loans, including installment loans and revolving lines, as well as loans for automobiles, boats, and personal or family purposes. As of December 31, 2021, it had 54 branch and commercial lending offices. The company was founded in 1926 and is headquartered in Stuart, Florida."
HTH,Financial Services,Banks—Regional,"4,385","Hilltop Holdings Inc. provides business and consumer banking, and financial products and services. It operates through three segments: Banking, Broker-Dealer, and Mortgage Origination. The Banking segment offers savings, checking, interest-bearing checking, and money market accounts; certificates of deposit; lines and letters of credit, home improvement and equity loans, loans for purchasing and carrying securities, equipment loans and leases, agricultural and commercial real estate loans, and other loans; and commercial and industrial loans, and term and construction finance. This segment also provides treasury management, wealth management, asset management, check cards, safe deposit boxes, online banking, bill pay, trust, and overdraft services; and estate planning, management and administration, investment portfolio management, employee benefit accounts, and individual retirement accounts, as well as automated teller machines. The Broker-Dealer segment offers public finance services that assist public entities in originating, syndicating, and distributing securities of municipalities and political subdivisions; specialized advisory and investment banking services; advice and guidance to arbitrage rebate compliance, portfolio management, and local government investment pool administration; structured finance services, which include advisory services for derivatives and commodities; sells, trades in, and underwrites U.S. government and government agency bonds, corporate bonds, and municipal bonds, as well as mortgage-backed, asset-backed, and commercial mortgage-backed securities and structured products. This segment also provides asset and liability management advisory, clearing, retail, and securities lending services. The Mortgage Origination segment offers mortgage, jumbo, Federal Housing Administration, Veterans Affairs, and United States Department of Agriculture loans. Hilltop Holdings Inc. was founded in 1998 and is headquartered in Dallas, Texas."
